,content,data,like,place,tags
10,"#20210605금욜에 부랴부랴 급으로 찾아서 예약한 풀빌라🥲복층에 테이블도 1,2층다있고제트스파에 풀까지이정도면 급 알아본거치곤🙆‍♀️미리 온수를 말해놨는데 너무차가워서 다시 받기엔 시간도..그래서 3만원깍아주심😄물놀이하고 씻고 고기굽느라 힘들었넹🥲누가 좀 구워주세요😝고기사진이없....고기구워지기전에 한잔😛마무리는 고구마져🍠자기전 빙고로 불태워똬💥",2021-06-18,0,Taean,['#20210605금욜에']
11,아이들이랑가봐야지#리그램 - @chungnamtour by @get_regrammer.@@여행 갈증나는 사람들 다 모엿〰️섬 전체가 비밀정원인 🤫 죽도 상화원🧡⠀#충남어디까지가봤니 #충남여행 #충청남도 #국내여행#보령 #죽도상화원 #데이트코스 #데이트추천 #소통#좋아요,2021-06-18,0,,"['#리그램', '#충남어디까지가봤니', '#충남여행', '#충청남도', '#국내여행', '#보령', '#죽도상화원', '#데이트코스', '#데이트추천', '#소통', '#좋아요']"
12,#충남여행#공주#부자떡집 갔다가#마곡사 #솥뚜껑매운탕 #메기매운탕#옥수동카페친구 창수니네 못갔다야~!!ㅡㅡ;멍청이~!,2021-06-18,0,충남 공주시,"['#충남여행', '#공주', '#부자떡집', '#마곡사', '#솥뚜껑매운탕', '#메기매운탕', '#옥수동카페친구']"
13,꽃과 세림쒸 스코어 3:0,2021-06-18,0,Taean,[]
14,잠들기 전 행복해라고 말해주는 우리 공주👸🏻엄마는 공주때문에 하루하루가 신나고 행복해💖#20210426 #튤립축제 #태안여행,2021-06-18,0,Taean,"['#20210426', '#튤립축제', '#태안여행']"
15,"-즉흥여행, 충남서산 황금산그리고 코끼리바위#충남여행 #콧바람쐬러 #충남서산 #서산맛집#바닷가 #일상 #일상기록 #갑작스레 #즉흥여행#특전수산 #칼국수 #가리비찜 #부부동반👫",2021-06-18,0,서산 황금산,"['#충남여행', '#콧바람쐬러', '#충남서산', '#서산맛집', '#바닷가', '#일상', '#일상기록', '#갑작스레', '#즉흥여행', '#특전수산', '#칼국수', '#가리비찜', '#부부동반👫']"
16,나 미드테이블 이제 가본거야 ⸌◦̈⃝⸍ʷʰʸˀ̣ˀ̣ˀ̣..........#충남 #충남여행 #충남카페 #충남카페투어 #충남가볼만한곳 #서산 #서산카페 #서산카페추천 #서산카페투어 #서산가볼만한곳 #카페스타그램 #카페탐방 #카페스타그램 #소통 #소통환영 #태히로그 #미드테이블 #카페미드테이블,2021-06-18,0,Seosan,"['#충남', '#충남여행', '#충남카페', '#충남카페투어', '#충남가볼만한곳', '#서산', '#서산카페', '#서산카페추천', '#서산카페투어', '#서산가볼만한곳', '#카페스타그램', '#카페탐방', '#카페스타그램', '#소통', '#소통환영', '#태히로그', '#미드테이블', '#카페미드테이블']"
17,"[#백제문화단지 #야간개장 #백제의고향] 백제문화단지 SNS 인증 이벤트 6월 당첨자를 발표합니다👻참여해 주신 모든 분들께 감사드리며, 앞으로도 많은 관심과 참여 부탁드립니다👏#백제의고향 #이벤트 #백제문화단지 #공포체험 #야간개장 #부여 #롯데리조트 #여행 #국내여행 #체험 #귀신 #충청남도 #SNS #기프티콘 #부여여행 #부여가볼만한곳 #충정도여행 #충남여행 #백제 #계백장군 #고궁테마파크 #고궁 #여름 #공포 #이색체험 #이벤트 #당첨자 #당첨",2021-06-18,0,,"['#백제문화단지', '#야간개장', '#백제의고향]', '#백제의고향', '#이벤트', '#백제문화단지', '#공포체험', '#야간개장', '#부여', '#롯데리조트', '#여행', '#국내여행', '#체험', '#귀신', '#충청남도', '#SNS', '#기프티콘', '#부여여행', '#부여가볼만한곳', '#충정도여행', '#충남여행', '#백제', '#계백장군', '#고궁테마파크', '#고궁', '#여름', '#공포', '#이색체험', '#이벤트', '#당첨자', '#당첨']"
18,.@@여행 갈증나는 사람들 다 모엿〰️섬 전체가 비밀정원인 🤫 죽도 상화원🧡⠀#충남어디까지가봤니 #충남여행 #충청남도 #국내여행#보령 #죽도상화원 #데이트코스 #데이트추천 #소통#좋아요,2021-06-18,0,,"['#충남어디까지가봤니', '#충남여행', '#충청남도', '#국내여행', '#보령', '#죽도상화원', '#데이트코스', '#데이트추천', '#소통', '#좋아요']"
19,"다섯 번째 소개할 맛집, 청양 읍내 골목의 황태구이 맛집 동양식당입니다.😋@@빨간 황태구이 먹고 싶은 사람 모여라-!🙋‍♂️#청양여행 #청양일기 #청양맛집",2021-06-18,0,청양군,"['#청양여행', '#청양일기', '#청양맛집']"
20,⠀짙은 녹음을 따라 걷고싶은공주의 여름 여행지 3곳🌳⠀🏠 공산성🏠 메타세쿼이아길🏠 미르섬⠀#공주스타그램 당선작📸@ourhideout__ 님..#공주 #공산성 #메타세쿼이아길 #미르섬 #여름명소 #공주여행 #공주여행코스 #여행스타그램 #공주가볼만한곳 #공주데이트 #충남여행 #사진스타그램,2021-06-18,0,,"['#공주스타그램', '#공주', '#공산성', '#메타세쿼이아길', '#미르섬', '#여름명소', '#공주여행', '#공주여행코스', '#여행스타그램', '#공주가볼만한곳', '#공주데이트', '#충남여행', '#사진스타그램']"
21,"하루도 빠짐없이 누군가의 탄생을 축하해드리고 있는 저의 직업이 너무 자랑스럽고, 축복스러운 것 같아요☺️❤️가끔 정말 고객님들의 마음이 전해져 눈물이 울컥하는 케이크도 있어요,,🥲이 마음 그대로 케이크에 꾹~ 꾹! 눌러담아 제작 도와드리겠습니다🙇🏻‍♀️!🧡4:30분 기준 “구움과자”➡️황치즈파운드케이크 1조각➡️더티초코마들렌 5개 남아있어요🧡오늘도 누군가의 행복을 축복해드리기 위해,또는 오늘 하루 고생한 ‘나(고객님들)’를 위로하기 위해말랑은 열심히 일할게요❤️오시는 길 편안히 찾아와 주세요🙇🏻‍♀️❤️",2021-06-18,0,Yesan,[]
22,앵두따먹는 귀여운꼬마아가씨😍앵두나무에 앵두가 잔뜩 열려렸지 머에여...#서산꿈카페 #앵두나무 #꼬마아가씨,2021-06-18,0,,"['#서산꿈카페', '#앵두나무', '#꼬마아가씨']"
23,#어쩌다어부호 #6월17일 #우럭귀신 #좋다좋다❤️ #힐링 #평일 #수요일 #날씨 #잘나온다 #인스타그램 #바다 #선상낚시 #오천 #오천항 #충남여행 #보령 #손맛 #우럭찜 #광어회 #취미 #단체환영 #커플 #연인 #파도 #구명조끼필수 #구명조끼 #마스크 #점심메뉴 #기대 #스트레스해소,2021-06-18,0,"Boryeong, Chungcheongnam-do","['#어쩌다어부호', '#6월17일', '#우럭귀신', '#좋다좋다❤️', '#힐링', '#평일', '#수요일', '#날씨', '#잘나온다', '#인스타그램', '#바다', '#선상낚시', '#오천', '#오천항', '#충남여행', '#보령', '#손맛', '#우럭찜', '#광어회', '#취미', '#단체환영', '#커플', '#연인', '#파도', '#구명조끼필수', '#구명조끼', '#마스크', '#점심메뉴', '#기대', '#스트레스해소']"
24,짜리몽땅 #5살 엄마는 아빠가 보고싶다했더래요#듣고싶은말만들어요 🤷🏻‍♀️#아들이랑여행중 #충남여행,2021-06-18,0,멍ㅇ_ㅇ...,"['#5살', '#듣고싶은말만들어요', '#아들이랑여행중', '#충남여행']"
25,오빠랑 부여여행👍🏻👍🏻👍🏻👍🏻 백신맞고 힘들텐데 델꾸와줘서 고마워요🥰🥰 7월은 어디로 가요??,2021-06-18,0,부여,[]
26,초록풍경이 예쁜 카페 다녀왔습니다☕️ 예전부터 너무 가고싶었던 카페인데 드디어 당일치기 여행으로🚘 2층에 테라스도 예뻤는데 너무 더워서 테라스는 포기😂 시원한 에어컨 아래에서 말도안되게 예쁜 호수뷰에 행복했던 날🤍📌제천 글루글루📍제천시 수산면📍오전10시-오후6시......#금요일 #점심 #오늘의여행 #충남 #제천 #여행다녀왔습니다 #여행을떠나는이유#충남여행 #제천여행 #카페다녀왔습니다 #여행지추천 #카페추천 #카페 #카페다녀왔습니다 #데일리룩 #trAvelgram #여행에미치다 #여행스타그램 #여행지추천 #여행다녀왔습니다 #travel #ootd #selfie #카페투어 #카페맛집 #셀카 #셀피 #좋아요 #좋반 #팔로우 #소통,2021-06-18,0,Jecheon,"['#금요일', '#점심', '#오늘의여행', '#충남', '#제천', '#여행다녀왔습니다', '#여행을떠나는이유', '#충남여행', '#제천여행', '#카페다녀왔습니다', '#여행지추천', '#카페추천', '#카페', '#카페다녀왔습니다', '#데일리룩', '#trAvelgram', '#여행에미치다', '#여행스타그램', '#여행지추천', '#여행다녀왔습니다', '#travel', '#ootd', '#selfie', '#카페투어', '#카페맛집', '#셀카', '#셀피', '#좋아요', '#좋반', '#팔로우', '#소통']"
27,두번째로 가본 리리스꽃카페! 이번에도 여유있게 구경은 못햇지만 사진한장 찰칵!,2021-06-18,0,리리스카페,[]
28,#작년가을🍁빨리 내일 떠나구싶다 얼른와애드라이제 12년째..#세종시 #대전 #작년가을 #충남여행 #태안 #여행 #태안여행 #셀카 #셀피 #셀스타그램 #여행스타그램#트윈룩 #무지개룩 #레터링풍선 #12년째 #❣,2021-06-18,0,,"['#작년가을🍁빨리', '#세종시', '#대전', '#작년가을', '#충남여행', '#태안', '#여행', '#태안여행', '#셀카', '#셀피', '#셀스타그램', '#여행스타그램', '#트윈룩', '#무지개룩', '#레터링풍선', '#12년째', '#❣']"
29,..🌿🌿우리가 길 위로 향하는 것은자신를 위로하고 싶기 때문일지도 모릅니다.지친 나를 위해 고요한 시간을가져보는 것은 어떨까요?..📍코스정보원효깨달음길 4코스개심사입구 ~ 용현계곡입구..,2021-06-18,0,,[]
30,.충남 잘 지내시죵👍제가 좀 아팠어성 이제 올리네요 😭보고 싶었어용🙏🏻인사도 댓글도 울 인친님들께도 뜸했었는데 양해부탁드려요이해해주실꺼죠 💗💗오늘 비가 하루종일 올건가봐요화창한 맑은 날씨에는드라이브 하기에 좋아유회도 먹고  바다도 보고불금 잘 보내세용〰️🎶삼길포항🛥#일상 #일상소통 #여행 #국내여행 #여행지추천 #여행사진 #충남 #충남여행 #1박2일 #드라이브 #당일치기 #서산 #바다여행 #날씨가다했다 #오늘도 #맑음 #맑은하늘 #건강이최고 #행복한시간 #감사해요 #생존신고 #맞팔선팔환영,2021-06-18,0,삼길포,"['#일상', '#일상소통', '#여행', '#국내여행', '#여행지추천', '#여행사진', '#충남', '#충남여행', '#1박2일', '#드라이브', '#당일치기', '#서산', '#바다여행', '#날씨가다했다', '#오늘도', '#맑음', '#맑은하늘', '#건강이최고', '#행복한시간', '#감사해요', '#생존신고', '#맞팔선팔환영']"
31,🥐🥖🍩☕️시골카페#당진 #당진맛집 #당진카페 #당진여행 #당진가볼만한곳 #합덕 #충남여행 #충남카페 #조아베이크샵 #빵지순례 #빵맛집 #카페추천 #카페맛집 #카페디저트 #디저트카페 #디저트맛집 #시골여행 #레트로 #일상 #평일 #스콘 #치즈타르트 #카페스타그램 #빵스타그램 #여행스타그램#cafe #daily #coffee #dessert #tart,2021-06-18,0,합덕,"['#당진', '#당진맛집', '#당진카페', '#당진여행', '#당진가볼만한곳', '#합덕', '#충남여행', '#충남카페', '#조아베이크샵', '#빵지순례', '#빵맛집', '#카페추천', '#카페맛집', '#카페디저트', '#디저트카페', '#디저트맛집', '#시골여행', '#레트로', '#일상', '#평일', '#스콘', '#치즈타르트', '#카페스타그램', '#빵스타그램', '#여행스타그램', '#cafe', '#daily', '#coffee', '#dessert', '#tart']"
32,🎧좋아하는 노래좋아하는 공간,2021-06-18,0,카페 제2막,[]
33,롤러와유 할인쿠폰 이벤트!롤러와유 이용하여 사진 및 동영상 촬영하여 개인 페이스북 인스타에 업로드 후 롤러와유에 오셔서 직원 및 알바생들에게 보여주시면 1인 당 할인쿠폰 2매씩 드립니다. 1인 한정업로드시 #롤러와유 #공주 롤러장 #공주 가야할곳 #공주 롤러카트 장 테그 필수! 할인쿠폰 받아가세요~^^#카트장 #롤러와유 #가보자 #공주 #공주가볼만한곳 #졸잼 #꿀잼 #공주대 #신관동 #대전근교 #롤러스케이트장 #키즈카페 #먹거리#여사친 #남사친 #절친 #즐겁다 #인생샷 #너랑나랑 #충남여행 #충남 #꼭가봐야할곳#강습 #배우기 #신나 #손잡기 #같이 #기차 #남여 #아이와가볼만한곳,2021-06-18,0,,"['#롤러와유', '#공주', '#공주', '#공주', '#카트장', '#롤러와유', '#가보자', '#공주', '#공주가볼만한곳', '#졸잼', '#꿀잼', '#공주대', '#신관동', '#대전근교', '#롤러스케이트장', '#키즈카페', '#먹거리', '#여사친', '#남사친', '#절친', '#즐겁다', '#인생샷', '#너랑나랑', '#충남여행', '#충남', '#꼭가봐야할곳', '#강습', '#배우기', '#신나', '#손잡기', '#같이', '#기차', '#남여', '#아이와가볼만한곳']"
34,-오늘 쇼룸은 7시까지열려있어요:)방문시 참고 부탁드려요!:구매 및 문의는인스타그램DM 또는카카오채널 릴리아를이용해주세요ෆ,2021-06-18,0,,[]
35,매일매일이맛있다🦑🦑꼴뚜기는 사랑입니다〰️〰️❤️오늘은 바람없는날에 온종일 추적추적 조용히도 보슬보슬 비가 내리고있네요 🥢저희양념젓갈을 넣고 고춧가루 양념없이 부침이를 부쳐먹어도 맛있습니다🐶🍯🥢흰쌀밥위에 새콤달콤하게 무쳐먹는것은 기본밥반찬레시피이죠 ▫️홍성&내포배달(11시~4시  010.3524.2067)▫️네이버스토어구매 [진미샵]#개꿀맛#흰쌀밥#밥반찬#반찬#배달#직배송#토굴새우젓#충남여행#주말여행#태안#새우젓#젓갈#반찬#한끼#푸드#선물추천#네이버스토어팜#진미새우젓#진미샷#젓갈레시피#홈쿡#홍성배달#내포배달#맛스타그램#이벤트#홍보대사#5만원이상#서비스랜덤발송#체험단리뷰모집,2021-06-18,0,진미전통토굴새우젓,"['#개꿀맛', '#흰쌀밥', '#밥반찬', '#반찬', '#배달', '#직배송', '#토굴새우젓', '#충남여행', '#주말여행', '#태안', '#새우젓', '#젓갈', '#반찬', '#한끼', '#푸드', '#선물추천', '#네이버스토어팜', '#진미새우젓', '#진미샷', '#젓갈레시피', '#홈쿡', '#홍성배달', '#내포배달', '#맛스타그램', '#이벤트', '#홍보대사', '#5만원이상', '#서비스랜덤발송', '#체험단리뷰모집']"
36,⭐️....호다닥..일주일 순삭..Thanks to @cacaorang @rang_portrait ..#신데렐라유리멘탈 #신데렐라유리구두 #신데렐라 #신데렐라드레스 #롱드레스 #비치드레스 #윤슬 #운여해변 #cinderella #충남여행 #안면도 #안면도여행 #태안여행 #cinderelladress #longdress #beachdress #キラキラ #koreanbeach #good_portraits_world #todays_blue_collection #취미모델 #부산모델 #일반인모델 #20대코디 #30대코디 #koreatravel #koreanclothes #koreanoutfit #koreanlook,2021-06-18,0,층간소음 뛰지마세요 쿵쿵쿵,"['#신데렐라유리멘탈', '#신데렐라유리구두', '#신데렐라', '#신데렐라드레스', '#롱드레스', '#비치드레스', '#윤슬', '#운여해변', '#cinderella', '#충남여행', '#안면도', '#안면도여행', '#태안여행', '#cinderelladress', '#longdress', '#beachdress', '#キラキラ', '#koreanbeach', '#good_portraits_world', '#todays_blue_collection', '#취미모델', '#부산모델', '#일반인모델', '#20대코디', '#30대코디', '#koreatravel', '#koreanclothes', '#koreanoutfit', '#koreanlook']"
37,😴,2021-06-18,0,,[]
38,"CAFE OE7 (오이칠).로투스스콘은 어떤 음료에도 찰떡이쥬🥮촉촉 바삭 로투스스콘 OE7(오이칠) 베스트 메뉴입니다💛.OE7 (오이칠) 스콘 라인업😋🥚플레인스콘🍪초코칩스콘🍋레몬스콘🥮로투스스콘🧄마늘버터스콘🌿민트초코스콘🌱녹차초코스콘🍩오레오스콘🍫더블초코스콘OE7(오이칠) 크로플 라인업😋🥐플레인 크로플🍨아이스크림 크로플🍫오레오 크로플🥮로투스 크로플⭐️반반 크로플(아이스크림+오레오,로투스 택 1)스콘은 선물포장, 예약, 스마트스토어 주문 가능하십니다💛",2021-06-18,0,Dangjin,[]
39,라온하제의 커피와 바닐라 아이스크림 😉이조합 너무 조하요 🥺❤️오늘 라온하제 오픈 했습니다 ☺️,2021-06-18,0,,[]
40,오늘의 귀여움. 🍊🍊🍊#자몽떼샷,2021-06-18,0,카페드하리,['#자몽떼샷']
41,초로롯 쵸로롰 🌳,2021-06-18,0,공주메타세콰이어숲길,[]
42,-#유월십팔일 #금요일#헤이데이 문 열어요 20시까지 이용가능하세요 !-목요일 휴무 잘 마치고 문 열었어요오늘은 비 소식이 있네요어제도 조금 비가 내리고맑은 하늘 구경 좀 하나 싶었는데 🥺-불금 아자아자 🧡#신례원카페 #ㅎㅇㄷㅇ #heyday #inourheyday,2021-06-18,0,Yesan,"['#유월십팔일', '#금요일', '#헤이데이', '#신례원카페', '#ㅎㅇㄷㅇ', '#heyday', '#inourheyday']"
43,조선시대 선비정신을 직접 체험하고한옥체험까지 가능한 #서천 #문헌서원그냥 둘러보는 것 자체가 교육이 된다고!!📍 충남 서천군 기산면 서원로172번길 66 @@한옥호텔에서 호캉스하고 싶당~~#서천 #서천끌림 #서천여행 #충남여행 #역사여행,2021-06-18,,,"['#서천', '#문헌서원그냥', '#서천', '#서천끌림', '#서천여행', '#충남여행', '#역사여행']"
44,조선시대 선비정신을 직접 체험하고한옥체험까지 가능한 #서천 #문헌서원그냥 둘러보는 것 자체가 교육이 된다고!!📍 충남 서천군 기산면 서원로172번길 66 @@한옥호텔에서 호캉스하고 싶당~~#서천 #서천끌림 #서천여행 #충남여행 #역사여행,2021-06-18,0,,"['#서천', '#문헌서원그냥', '#서천', '#서천끌림', '#서천여행', '#충남여행', '#역사여행']"
45,6/18 카페공감 오픈했습니다.🌧🌧,2021-06-18,0,카페공감,[]
46,⠀오늘은 우리 이쁜이랑예쁜 아가 만나러 가는 날⠀너무 쑥쑥 크는 거 같아서 아쉬운 마음 반빨리 커서 같이 비밀 얘기하고 싶은 마음 반⠀#사랑해 #다좋아 #너랑함께여서,2021-06-18,0,,"['#사랑해', '#다좋아', '#너랑함께여서']"
47,"⠀⠀지난 주말,우리가족 데이뚜🖤🖤🖤⠀⠀",2021-06-18,0,Seosan,[]
