,content,data,like,place,tags
10,수영장 유아풀 임시개장했습니다. 성인풀장은 리모델링으로 6월말~7월초 개장 예정입니다#다온 #서산다온 #다온글램핑 #서산다온글램핑 #다온카라반 #서산다온카라반 #서산글램핑 #커플존 #바다뷰 #석양뷰🌅 #글램핑뷰 #서산카라반 #충남글램핑 #충남글램핑장 #서산 #대산글램핑 #당진 #태안 #국내여행 #바다글램핑 #커플여행 #캠핑 #여행 #충남여행 #충남캠핑 #서산여행 #서산캠핑 #다온캠핑장 #다온캠핑장 #수영장캠핑장,2021-06-16,0,다온캠핑장,"['#다온', '#서산다온', '#다온글램핑', '#서산다온글램핑', '#다온카라반', '#서산다온카라반', '#서산글램핑', '#커플존', '#바다뷰', '#석양뷰🌅', '#글램핑뷰', '#서산카라반', '#충남글램핑', '#충남글램핑장', '#서산', '#대산글램핑', '#당진', '#태안', '#국내여행', '#바다글램핑', '#커플여행', '#캠핑', '#여행', '#충남여행', '#충남캠핑', '#서산여행', '#서산캠핑', '#다온캠핑장', '#다온캠핑장', '#수영장캠핑장']"
11,"하계영업 안내(6-9월)한여름 밤의 꿀 같은 시간을 위해제2막은 이번 주부터 9월의 끝자락까지하계 영업시간을 조정합니다.💡금요일과 토요일에는시간을 연장하여,오후 20:30분까지 문을 활짝 열어 두려 합니다. :)이 점 참고하시어제2막에서푸르른 여름밤시원하게 보내시길 바라요.📌 조정된 날짜와 시간은 금요일과 토요일이며,그외의 날짜와 시간은 이전과 동일하게 운영되오니착오 없으시길 바랍니다.📌 변동사항이 있을 경우 네이버 플레이스와 인스타그램을 통해 안내하오니 참고바랍니다.",2021-06-16,0,카페 제2막,[]
12,"뙤약볕을 피하기 위해 🏖이른새벽부터 파라솔 위치를 변경했습니다~!파라솔을 더 설치하자니 전망을 가리게 되고..공간활용의 한계를 느끼네요😂이번여름 공간확장을 위한 리뉴얼 기대해주세요✌.왜목마을, 장고항 들리신다면 추억 한 장!꼭 남기시고 맛좋은 커피 드시러 오세요🙇‍♂️.📸---> 신준호카페 노키즈존 리뉴얼👍🏖---> 신준호카페 '당토리니'💑---> 부부가 운영하는 카페⏰---> 매주 화요일은 17:00 마감!!사장님이 피땀흘려 건축, 인테리어직접한 개인카페 당토리니 🕌이쁘게 봐주세요🙇‍♂️..#당진 #왜목마을 #장고항 #카페 #신준호카페 🍵#당진카페 #왜목마을카페 #서해안 #일상 #바다뷰 🏖#당진맛집 #개인카페 #당진맘 #coffee #dessert#아미미술관 #nikon #canon #selca #촬영문의 📸#당진여행 #삽교 #삽교호 #서산카페 #석문방조제#인생샷 #맛집 #충남여행 온다면 #당토리니 🕌",2021-06-16,0,신준호카페-당진의 산토리니 '당토리니',"['#당진', '#왜목마을', '#장고항', '#카페', '#신준호카페', '#당진카페', '#왜목마을카페', '#서해안', '#일상', '#바다뷰', '#당진맛집', '#개인카페', '#당진맘', '#coffee', '#dessert', '#아미미술관', '#nikon', '#canon', '#selca', '#촬영문의', '#당진여행', '#삽교', '#삽교호', '#서산카페', '#석문방조제', '#인생샷', '#맛집', '#충남여행', '#당토리니']"
13,날씨 영향 안받는 존예로운 힐링공간아시아 최대 규모의 #서천 #국립생태원초록초록 식물로는 여기 따라올 곳이 없음🌱 #서천국립생태원충남 서천군 마서면 금강로 1210 @@주말 가족여행은 여기로 정했닷! 😍#서천 #서천끌림 #서천여행 #충남여행 #가족여행,2021-06-16,0,,"['#서천', '#국립생태원초록초록', '#서천국립생태원충남', '#서천', '#서천끌림', '#서천여행', '#충남여행', '#가족여행']"
14,날씨 영향 안받는 존예로운 힐링공간아시아 최대 규모의 #서천 #국립생태원초록초록 식물로는 여기 따라올 곳이 없음🌱 #서천국립생태원충남 서천군 마서면 금강로 1210 @@주말 가족여행은 여기로 정했닷! 😍#서천 #서천끌림 #서천여행 #충남여행 #가족여행,2021-06-16,0,,"['#서천', '#국립생태원초록초록', '#서천국립생태원충남', '#서천', '#서천끌림', '#서천여행', '#충남여행', '#가족여행']"
15,산도 가고 바다도 가고 일찍가는 가족들과 여름휴가😎☀️🍀🐳🦑💦 #충남여행#보령#여름#대천해수욕장#드라이브#국내여행#가족여행#일상#trip#travel#summer#vacation#tree#recreation#relax#sea#ocean#blue#green#country#area#good,2021-06-16,0,,"['#충남여행', '#보령', '#여름', '#대천해수욕장', '#드라이브', '#국내여행', '#가족여행', '#일상', '#trip', '#travel', '#summer', '#vacation', '#tree', '#recreation', '#relax', '#sea', '#ocean', '#blue', '#green', '#country', '#area', '#good']"
16,"힐링하기 좋은 서산펜션 ""웅도하우스""🏖펜션인근에 펼쳐진 갯벌에서 체험이가능하고,해변을따라 이어지는 산책로에서 추억만들기👫나만알고싶은 새로운힐링장소😉올여름은 가족들과함께 웅도하우스로 오세요!! 📍충청남도  서산시  대산읍 웅도2길 55☎️010.3959.5677영상기획/제작 @여행그램 >DM",2021-06-16,0,,[]
17,성흥산성 사랑나무💗,2021-06-16,0,성흥산성 사랑나무,[]
18,⠀⠀부드러운 햄치즈스콘 준비되었어요 .지금 주문주시면 방금 나와 따끈해요아아랑 너무 찰떡일 것 같아요 . ⠀⠀⌇저희 부부가 직접 반죽해 구워요⌇우리 지역에서 나고 재배한 부추⌇체다치즈와 햄 그리고 핑크페퍼⌇엘르엔비르 고메버터만을 사용⠀⠀체다치즈가 녹다가 바삭해지는거 아시죠?지금 너무 맛있을 때에요. 놀러오세요 💛⠀⠀#여기서행복할것#핑크페퍼가신의한수⠀,2021-06-16,0,"여기서, 행복할 것","['#여기서행복할것', '#핑크페퍼가신의한수⠀']"
19,한옥펜션🪵,2021-06-16,0,부여,[]
20,물고기 🐟🐟🐟Watch more on our youtube ~ Link on bio ♡#mixedkids #koreanindonesiankids #kidstagram #travelphotography #instafashion #asangreentower #asanecologicalinsectmuseum #키즈스타그램 #여행스타그램 #충남여행 #아산 #그린타워,2021-06-16,0,,"['#mixedkids', '#koreanindonesiankids', '#kidstagram', '#travelphotography', '#instafashion', '#asangreentower', '#asanecologicalinsectmuseum', '#키즈스타그램', '#여행스타그램', '#충남여행', '#아산', '#그린타워']"
21,궁남지🍃,2021-06-16,0,부여궁남지,[]
22,"CAFE OE7 (오이칠).얼려먹으면 더 맛있는 민트초코스콘😋민초단 모여라💙.OE7 (오이칠) 스콘 라인업😋🥚플레인스콘🍪초코칩스콘🍋레몬스콘🥮로투스스콘🧄마늘버터스콘🌿민트초코스콘🌱녹차초코스콘🍩오레오스콘🍫더블초코스콘OE7(오이칠) 크로플 라인업😋🥐플레인 크로플🍨아이스크림 크로플🍫오레오 크로플🥮로투스 크로플⭐️반반 크로플(아이스크림+오레오,로투스 택 1)스콘은 선물포장, 예약, 스마트스토어 주문 가능하십니다💛",2021-06-16,0,Dangjin,[]
23,#충남 #서산 #호스트바알바 모집유니콘으로 오세요자세한 정보는 구글에서 #호짱 검색 하시면 됩니다.www.hobba.co.kr...#충남일자리 #충남노래방도우미 #충남보도 #충남유흥알바 #충남고액알바 #충남술집 #충남술집알바 #충남호스트바 #충남호스트바 #충남유흥 #충남남자알바 #충남노래방 #충남밤알바 #충남야간알바 #충남투잡 #충남주말알바 #충남여행 #충남핫플,2021-06-16,,Seosan,"['#충남', '#서산', '#호스트바알바', '#호짱', '#충남일자리', '#충남노래방도우미', '#충남보도', '#충남유흥알바', '#충남고액알바', '#충남술집', '#충남술집알바', '#충남호스트바', '#충남호스트바', '#충남유흥', '#충남남자알바', '#충남노래방', '#충남밤알바', '#충남야간알바', '#충남투잡', '#충남주말알바', '#충남여행', '#충남핫플']"
24,#해어름베이커리 #해어름날이 좋아서☀️서해대교를 바라보며 🥐 먹을 수 있는모든 것이 눈부신 해어름입니다.☺️,2021-06-16,0,해어름베이커리,"['#해어름베이커리', '#해어름날이']"
25,"2021.6.16. 수요일의 갬성 이 날씨, 이 하늘 실화인가요?🌝뷰맛집 갬성스콘❣고소한 스콘향기까지 아쥬 금상첨화 :D🐯오늘의 라인업🐯#점보에그스콘🍳 #플레인스콘 #앙버터스콘 #레몬스콘#말차초코칩스콘🌿 #누네띠게스콘👀 #크랜베리호두스콘🍒 #얼그레이스콘 #초코칩스콘🍪 #무화과캬라멜스콘#파마산치즈스콘🧀 #오레오스콘 #마쉬멜로우스콘 #흑임자생크림스콘 #미니스콘종합선물세트🎁 (only 2)..🇫🇷프랑스 밀가루🇩🇪독일 고메버터🇰🇷국산 우유#갬성스콘 #공주가볼만한곳 #공주스콘 #스콘맛집 #스콘전문점 #대전스콘 #충남여행 #생일선물 #세종스콘 #충남스콘 #공주시여행 #공주카페 #공주커피",2021-06-16,0,,"['#점보에그스콘🍳', '#플레인스콘', '#앙버터스콘', '#레몬스콘', '#말차초코칩스콘🌿', '#누네띠게스콘👀', '#크랜베리호두스콘🍒', '#얼그레이스콘', '#초코칩스콘🍪', '#무화과캬라멜스콘', '#파마산치즈스콘🧀', '#오레오스콘', '#마쉬멜로우스콘', '#흑임자생크림스콘', '#미니스콘종합선물세트🎁', '#갬성스콘', '#공주가볼만한곳', '#공주스콘', '#스콘맛집', '#스콘전문점', '#대전스콘', '#충남여행', '#생일선물', '#세종스콘', '#충남스콘', '#공주시여행', '#공주카페', '#공주커피']"
26,수요일♡ 슬로우스테어 오픈했어요매장에서 직접구운 마들렌과 쑥파운드 그리고 달달한 쿠키 준비 되어 있어요~오늘도 화이팅୧( “̮ )୨✧,2021-06-16,0,슬로우스테어,[]
27,"에잇 심혈을 기우리며 에어산카페 블로그리뷰를 정성스럽게 새벽까지 쓰고 잤지왠걸 검색이 안되;; 9개밖에없길래 리뷰가 이건 기회닷 ㅋㅋ 유입 좀 되겠네 기대감은 하락😔야잇네이버놈들아 ㅜ 뭐냐 나 초보라고 무시하냐왜 이미지만 검색되냐!!내 포스팅검색은 안되냐!!이제 다시 열심히 좀 하려했는데의욕상실😱아침부터 계속 수정만 눌러싸서 24시간내에 반영된다고 오딘가 써있고 혼자 오바육바떤건가에잇----------------------------------에어산(AIR SANN) & 구이산(92 SANN)✔ 주소 : 충남 공주시 반포면 임금봉길 88-17✔ 전화 : 042)825-0923✔ 운영시간  -평일 10시 ~ 22시 -주말/공휴일 10시 ~ 23시♦️(라스트오더 22시)✔ 메뉴  -아메리카노 5500원 -카페라떼 6500원 -파네토네 7000원✔구이산 100%예약제셀프바베큐 월~목 18시 ~ 22시 금~일 18시 ~ 22시30분바베큐장이용료 3시간 35,000원#동학사카페 #에어산 #구이산 #에어산카페#공주카페 #대전카페 #공주신상카페 #대전신상카페 #동학사신상카페 #계룡산뷰 #충남여행 #",2021-06-16,0,,"['#동학사카페', '#에어산', '#구이산', '#에어산카페', '#공주카페', '#대전카페', '#공주신상카페', '#대전신상카페', '#동학사신상카페', '#계룡산뷰', '#충남여행']"
28,고기집에서 김장도직접하는집🥬모든재료는국내산입니다 😊당근~!!!! 고추가루도💯국내산 🌶😚,2021-06-16,0,충남 내포신도시,[]
29,"⠀⠀6월 16일 수요일 열어요 .딸기 소량을 아슬아슬 하게 구했어요오늘 딸기 티라미수 극소량 나와요 ❤️‍🩹⠀⌇딸기티라미수보틀(품절🚫)⌇인절미티라미수보틀(품절🚫)⌇더블키위순우유보틀⠀⌇브라우니크랙쿠키⌇진저맨초코쿠키⌇크렘브륄레⠀⌇레몬파운드⌇머랭쿠키보틀⌇햄치즈수제스콘 👈🏻⠀⠀열한시 삼십분 이후 매장으로 전화주시면디저트 하나도 선예약이 가능합니다 .( 성함 , 방문시간 , 디저트 품목 , 인원수 )⠀",2021-06-16,0,"여기서, 행복할 것",[]
30,울가게다녀가신분들은아실거에요~고기정말맛있음!!!! 육즙이좔좔 ~😀,2021-06-16,0,충남 내포신도시,[]
31,초여름의 청량함이 좋아🕊.그치만 여름이 빨리 지나갔으면 좋겠어•᷄⌓•᷅,2021-06-16,0,한밭수목원,[]
32,나 6월달내내 쭉 생일하면 안되나요?끝났는데 집에오니 또 이런거 해줘떠백숙 지렸음내년에도 미역국 놉 백숙해줘고생한 우리자기 #사랑해 💗#09비니,2021-06-16,0,우리집♥,"['#사랑해', '#09비니']"
33,내일은 폴폴 정기휴무쉬는날마다 비왔는데  내일은 안오겠죠? 🤣🤣오늘 폴폴오세요🤗....#당진카페#충남카페#당진커피숍#커피폴폴#와플맛집 #당진디저트#충남캠핑장 #당진댁#삼선산수목원 #당진와플#당진선식당.,2021-06-16,0,Coffee폴폴,"['#당진카페', '#충남카페', '#당진커피숍', '#커피폴폴', '#와플맛집', '#당진디저트', '#충남캠핑장', '#당진댁', '#삼선산수목원', '#당진와플', '#당진선식당.']"
34,𝔸𝕝𝕚𝕔𝕖 𝕀𝕟 𝕎𝕠𝕟𝕕𝕖𝕣𝕝𝕒𝕟𝕕,2021-06-15,0,국립세종수목원,[]
35,음.. 왜 출근하는 날은 날씨가 이리 좋은 걸까요?뛰쳐 나가서 놀고 싶게 ㅋㅋㅋ회사 탈출하고 싶네요😣#오늘날씨미쳤다#현실은출근#힝ㅠ,2021-06-15,0,,"['#오늘날씨미쳤다', '#현실은출근', '#힝ㅠ']"
36,#꽃보다아들#귀한아들#사랑스러운아들#소중한보물#우리집보석#사랑해💕 ...#공주스타그램9 #공주스타그램#공주시이벤트 #공주여행 #둔치공원 #공주시 #충남여행 #아이랑여행 #나들이 #아이와가볼만한곳,2021-06-15,0,금강 둔치 공원,"['#꽃보다아들', '#귀한아들', '#사랑스러운아들', '#소중한보물', '#우리집보석', '#사랑해💕', '#공주스타그램9', '#공주스타그램', '#공주시이벤트', '#공주여행', '#둔치공원', '#공주시', '#충남여행', '#아이랑여행', '#나들이', '#아이와가볼만한곳']"
37,자주 왔던 곳이지만 오늘만큼은 최고👍🌅...#일몰 #공산성 #공주여행 #뷰맛집 #세종 #공주 #여행에미치다 #공주스타그램 #공주스타그램9 #충남여행 #공주핫플 #좋아요,2021-05-12,0,공주 공산성,"['#일몰', '#공산성', '#공주여행', '#뷰맛집', '#세종', '#공주', '#여행에미치다', '#공주스타그램', '#공주스타그램9', '#충남여행', '#공주핫플', '#좋아요']"
38,_제쥬 느낌 제대로 풍기는 #그루잠 🏝왼편에 있는 양식집도 Good 😋울퉁불퉁 시골길을 굽이굽이 가다보면뚜둔! 💖 반전 장소 대발견! 그래서 더 매력있는듯 또 🥺🥺🥺 생각날꾸야 💚...#그루잠 #그루잠카페 #공주카페 #충청도 #충청도카페 #충남카페 #충남카페추천 #충남여행 #충남여행코스 #카페투어 #카페추천. #천안카페 #카페인테리어 #카페스타그램 #정원카페 #1박2일여행지추천 #6월 #여행 #일상 #카페 #instalike,2021-06-15,0,Groovzam,"['#그루잠', '#그루잠', '#그루잠카페', '#공주카페', '#충청도', '#충청도카페', '#충남카페', '#충남카페추천', '#충남여행', '#충남여행코스', '#카페투어', '#카페추천.', '#천안카페', '#카페인테리어', '#카페스타그램', '#정원카페', '#1박2일여행지추천', '#6월', '#여행', '#일상', '#카페', '#instalike']"
39,모든 게 완벽했던 #스카치아인슈페너,2021-06-15,0,로드1950,['#스카치아인슈페너']
40,#안면도펜션 #안면도펜션추천 #충남펜션 #충남펜션추천 #안면도여행 #충남여행 #깔끔한펜션 #깔끔한펜션추천,2021-06-15,0,안면도 베이스캠프,"['#안면도펜션', '#안면도펜션추천', '#충남펜션', '#충남펜션추천', '#안면도여행', '#충남여행', '#깔끔한펜션', '#깔끔한펜션추천']"
41,#휴일엔 #쉬는날엔 #안면도여행 #충남여행 #바베큐파티 #양갈비구이 #프렌치렉양갈비 #숄더렉양갈비 #조개구이 환상적이야🤪🤪❤️,2021-06-15,0,안면도 베이스캠프,"['#휴일엔', '#쉬는날엔', '#안면도여행', '#충남여행', '#바베큐파티', '#양갈비구이', '#프렌치렉양갈비', '#숄더렉양갈비', '#조개구이']"
42,1대1오더네이버검색 동아실크스토어#온라인쇼핑몰 #예쁜자켓 #여름자켓 #여신머리 #내포미용실 #남당항맛집 #광교맛집 #홍성맛집 #당진맛집 #광교 #용인 #30대여자 #여름티셔츠 #예쁜쇼핑몰 #부산여행 #충남여행 #보령카페,2021-06-15,0,,"['#온라인쇼핑몰', '#예쁜자켓', '#여름자켓', '#여신머리', '#내포미용실', '#남당항맛집', '#광교맛집', '#홍성맛집', '#당진맛집', '#광교', '#용인', '#30대여자', '#여름티셔츠', '#예쁜쇼핑몰', '#부산여행', '#충남여행', '#보령카페']"
43,꽃봄 🌸,2021-06-15,0,태안군,[]
44,⠀쌰라랄라라라랄라~~~⠀⠀⠀⠀⠀#벚꽃 #인생샷#소녀같이나왔네⠀,2021-06-15,0,태안군 안면암,"['#벚꽃', '#인생샷', '#소녀같이나왔네⠀']"
45,⠀4월에 갔던 충청도/서해 여행밀리고 밀려 이제야 세상밖으로..ㅋㅋㅋ⠀너무 좋았던 안면도부터 👍🏻👍🏻👍🏻밀린 피드 좀 빡씨게 올리겠습니다..😅⠀⠀#충남 #태안군 #안면도#꽃지해수욕장⠀,2021-06-15,0,충남 태안군 안면도,"['#충남', '#태안군', '#안면도', '#꽃지해수욕장⠀']"
46,#photography #landscape #bw #gfx50s #흑백사진 #충남여행 #서산 #구름좋은날☁️ #사진스타그램📷 #여행스타그램✈️ #일상스타그램🐥,2021-06-15,0,,"['#photography', '#landscape', '#bw', '#gfx50s', '#흑백사진', '#충남여행', '#서산', '#구름좋은날☁️', '#사진스타그램📷', '#여행스타그램✈️', '#일상스타그램🐥']"
47,"여기, 여기서 (실험실 아님 주의🤭)..........#충남 #충남여행 #충남카페 #충남카페투어 #충남가볼만한곳 #서산 #서산카페 #서산데이트 #서산카페투어 #서산가볼만한곳 #예천동카페 #서산로스터리카페 #서산신상카페 #카페스타그램 #카페탐방 #카페스타그램 #신상카페 #신상카페추천 #소통 #소통환영 #태히로그 #여기여기서 #서산여기여기서",2021-06-15,0,충남 서산 어딘가,"['#충남', '#충남여행', '#충남카페', '#충남카페투어', '#충남가볼만한곳', '#서산', '#서산카페', '#서산데이트', '#서산카페투어', '#서산가볼만한곳', '#예천동카페', '#서산로스터리카페', '#서산신상카페', '#카페스타그램', '#카페탐방', '#카페스타그램', '#신상카페', '#신상카페추천', '#소통', '#소통환영', '#태히로그', '#여기여기서', '#서산여기여기서']"
48,"#카페보니비주소📌충남 공주시 반포면 정광터1길 164-3영업 시간🕚 매일 11:30 - 18:00 매주월요일휴무☕복숭아 에이드 : 달달한 복숭아청에 시원한 사이다의 만남! 일반 얼음과 복숭아 얼음이 함께 들어있어 얼음이 녹아도 밍밍해지지않아요!☕아포카토 : 바닐라 아이스크림에 찐한 에스프레소가 조화로워요!바로 앞 전용 주차장이 있고, 예쁜 정원이 있어 포토존으로도 손색없어요🤭",2021-06-15,0,Gongju,['#카페보니비주소📌충남']
49,‘행복한 요즘 😋,2021-06-15,0,,[]
50,#방포방파제충남 태안에 있는 방포방파제에 가면 차를 주차해놓고 낚시하는 사람들이 많이 있다. 방파제 좌우로 모두 낚시가 가능해서 지나갈때 낚싯대조심!!해가 지는 바다를 보며 물멍....시간가는 줄 모른다..충남 태안군 안면읍 승언리#여행#여행스타그램#여행지추천#방포방파제#안면도#안면도여행#대한민국구석구석#충남여행#태안#태안여행#가볼만한곳#태안가볼만한곳#Taean#bangpobreakwater#koreatravel#풍경스타그램#landscape#breakwater#fishing#갤럭시노트20울트라#폰카사진#방파제낚시#낚시,2021-06-15,0,,"['#방포방파제충남', '#여행', '#여행스타그램', '#여행지추천', '#방포방파제', '#안면도', '#안면도여행', '#대한민국구석구석', '#충남여행', '#태안', '#태안여행', '#가볼만한곳', '#태안가볼만한곳', '#Taean', '#bangpobreakwater', '#koreatravel', '#풍경스타그램', '#landscape', '#breakwater', '#fishing', '#갤럭시노트20울트라', '#폰카사진', '#방파제낚시', '#낚시']"
51,"#태안_지현🍀 #지현카페투어🎈해피준카페✔️충남 태안군 소원면 파도길 63-12✔️11:00~일몰까지(주말은 10시부터)✔️화요일휴무어제 릴스에 올렸던 해피준카페! 파도리 해수욕장하면 해식동굴포토존이 유명하지만 저의 체력으로 해식동굴은 사치,,해피준카페에서 파도리해변을 보는 것만으로도 충분해요🌊📍자세한 이야기는 블로그에 기록해요",2021-06-15,0,,"['#태안_지현🍀', '#지현카페투어🎈해피준카페✔️충남']"
52,20210519베어트리파크 나들이사진 몇 장이면 될 것을...프로필에 링크 있어요~  There's a YouTube link on the profile above.  #고프로9 #gopro9 #베어트리파크#가족나들이#동물원#충남여행 #세종시 #동물#지덕아빠#성거리안,2021-06-15,0,베어트리파크 - BeartreePark,"['#고프로9', '#gopro9', '#베어트리파크', '#가족나들이', '#동물원', '#충남여행', '#세종시', '#동물', '#지덕아빠', '#성거리안']"
53,이정도면 충남 홍보대사쥬~,2021-06-15,0,아그로랜드 태신목장,[]
54,"#수국수국🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸으아아아~ 오늘 하루도 어찌어찌 지나가고 있네요 후덥지근하고, 일은 지겹고 ㅠ뭔가 색다르고 재미난 일 없을까요?! 😩#캔맥한잔하고 #잠이나자자",2021-06-15,0,,"['#수국수국🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸으아아아~', '#캔맥한잔하고', '#잠이나자자']"
